iter	Logloss
247	0.06997507557
248	0.06969532461
249	0.06944557016
250	0.06927495314
251	0.06914240294
252	0.06883048118
253	0.06863318563
254	0.06842435172
255	0.06827093954
256	0.06806768748
257	0.06790753543
258	0.06769494254
259	0.06745689085
260	0.06728353351
261	0.06707399637
262	0.06690645247
263	0.0666595034
264	0.06653796657
265	0.06635488989
266	0.06608506093
267	0.06594403916
268	0.06579537814
269	0.06562045559
270	0.06548444241
271	0.06533616861
272	0.06523983209
273	0.06495383375
274	0.06473676753
275	0.06455324542
276	0.0643772281
277	0.06418028715
278	0.06407483766
279	0.06394443121
280	0.06382962907
281	0.06365559478
282	0.06347627907
283	0.06335612602
284	0.06323580468
285	0.06310333609
286	0.06296765014
287	0.06278464184
288	0.06264431474
289	0.06245592919
290	0.06220946527
291	0.0620753583
292	0.06199524522
293	0.06187709153
294	0.06171775907
295	0.06154267121
296	0.06144709952
297	0.06133381546
298	0.06126183909
299	0.06110454798
300	0.06095835253
301	0.06072344732
302	0.06058132563
303	0.06044160963
304	0.06027656848
305	0.06008922564
306	0.05988928699
307	0.05980330457
308	0.05970427427
309	0.0595214815
310	0.05939047926
311	0.05919055461
312	0.05909561376
313	0.05901368838
314	0.05880827999
315	0.0586580974
316	0.05849228339
317	0.05831398504
318	0.05823354514
319	0.05805882703
320	0.05791918097
321	0.05776295146
322	0.05760638267
323	0.05752275436
324	0.0573973171
325	0.05726686571
326	0.05715062884
327	0.05701968427
328	0.05692958164
329	0.05675466609
330	0.0566058359
331	0.05646968889
332	0.05630118354
333	0.05621520489
334	0.05605240712
335	0.05589712713
336	0.05570891837
337	0.05560441457
338	0.05548921856
339	0.05537334812
340	0.05529792815
341	0.05514301508
342	0.05507077472
343	0.05496766483
344	0.05481582775
345	0.05472299724
346	0.05455754405
347	0.05446222222
348	0.05432175587
349	0.05423170526
350	0.05413172867
351	0.05406131347
352	0.05394116975
353	0.05381162587
354	0.05372099753
355	0.05361035116
356	0.05353703659
357	0.05336397562
358	0.053280761
359	0.05319647438
360	0.0530790739
361	0.05299214784
362	0.05288367578
363	0.05281044904
364	0.05272035871
365	0.05263755739
366	0.05253615835
367	0.05243748778
368	0.05232044913
369	0.05224011972
370	0.05215523817
371	0.05202703977
372	0.05195198045
373	0.0518834221
374	0.05175863918
375	0.05169290935
376	0.05158839926
377	0.05149564101
378	0.05140673219
379	0.05128534316
380	0.05119783318
381	0.05112602787
382	0.05098975016
383	0.05081024934
384	0.05071278887
385	0.05055450309
386	0.05046696482
387	0.05029861397
388	0.05021060448
389	0.05007907807
390	0.04999268355
391	0.04988028195
392	0.04980412473
393	0.0497326152
394	0.04956893716
395	0.04948284936
396	0.04942068143
397	0.04930129859
398	0.04924537168
399	0.04914148665
400	0.04903194726
401	0.04897428082
402	0.04888825093
403	0.04882097213
404	0.04869554337
405	0.04855876576
406	0.04843619182
407	0.04836610215
408	0.04829062584
409	0.04821367634
410	0.04813331246
411	0.04806761445
412	0.04800510626
413	0.0479373064
414	0.04783549275
415	0.04766272342
416	0.04752661507
417	0.04741073159
418	0.04725526881
419	0.04719988978
420	0.04707891684
421	0.04693905656
422	0.04686299191
423	0.04680196091
424	0.04675164995
425	0.04667158095
426	0.04660408723
427	0.0465023921
428	0.04644091816
429	0.04638408667
430	0.04631009443
431	0.04626535037
432	0.04614790032
433	0.04603497939
434	0.04597272601
435	0.04589343907
436	0.04584729723
437	0.04576431119
438	0.04569213287
439	0.04562447681
440	0.0455423122
441	0.04546202275
442	0.04536479876
443	0.04527534952
444	0.04518680703
445	0.04509953046
446	0.04503477479
447	0.04493995507
448	0.04487099935
449	0.04481424394
450	0.04477041101
451	0.04470221703
452	0.04462505639
453	0.04454017881
454	0.04448407357
455	0.04439730004
456	0.04427046814
457	0.0442190854
458	0.0441682883
459	0.04408173037
460	0.04398493459
461	0.04392198269
462	0.04377406346
463	0.04368104093
464	0.04362872304
465	0.04354454233
466	0.04350081333
467	0.04347778401
468	0.04343449167
469	0.04337126453
470	0.04329799821
471	0.04315522802
472	0.04308957434
473	0.04304044924
474	0.04299485285
475	0.04292418762
476	0.04286976586
477	0.04276963311
478	0.04273597684
479	0.04267934645
480	0.04261570065
481	0.04256760345
482	0.04249988332
483	0.04240577173
484	0.0423707743
485	0.04231116917
486	0.04226238654
487	0.04221778919
488	0.04214097876
489	0.04208957527
490	0.04203206999
491	0.04192321248
492	0.0418758943
493	0.04177954249
494	0.04164680038
495	0.04157963506
496	0.0415394969
497	0.04146743776
498	0.04138428854
499	0.04131931233
500	0.04124072559
501	0.04117556965
502	0.04110840455
503	0.04101480051
504	0.04095517711
505	0.04086433171
506	0.04081142781
507	0.04075418992
508	0.04067943743
509	0.04061616484
510	0.04056857921
511	0.04051804573
512	0.04044036193
513	0.04039754216
514	0.04035607829
515	0.04028704918
516	0.04024198905
517	0.04020317516
518	0.04014492931
519	0.04011280923
520	0.04002491359
521	0.03997991257
522	0.03990708169
523	0.03988054133
524	0.03982327781
525	0.03971427524
526	0.03965930617
527	0.03961755968
528	0.03956392334
529	0.03951715983
530	0.03948108493
531	0.03938425136
532	0.03934424825
533	0.03929725722
534	0.03925834598
535	0.03916854426
536	0.03910941631
537	0.03905037392
538	0.03900849767
539	0.03891142139
540	0.03879412961
541	0.03875502048
542	0.03871233582
543	0.03866260711
544	0.03862908221
545	0.03857242718
546	0.03846769524
547	0.03841059913
548	0.03837182277
549	0.03834258674
550	0.03824788803
551	0.03819618861
552	0.03808434817
553	0.0380349457
554	0.03797702918
555	0.03788740766
556	0.03783647792
557	0.03779826182
558	0.03775220598
559	0.03769244157
560	0.03759641333
561	0.03752900592
562	0.03748672962
563	0.03745132944
564	0.03738536823
565	0.03733407953
566	0.03727908343
567	0.03721437958
568	0.03716010398
569	0.03707189069
570	0.03702401024
571	0.03694505965
572	0.0368410961
573	0.03675910797
574	0.03671923512
575	0.03667913122
576	0.0366241426
577	0.03653865857
578	0.03642655532
579	0.0363645791
580	0.03631995136
581	0.03627633603
582	0.03620275931
583	0.03615813725
584	0.0361239133
585	0.03607181296
586	0.03602757792
587	0.03591584428
588	0.03584126356
589	0.03580063255
590	0.03575807656
591	0.03571572126
592	0.03567858696
593	0.03564144264
594	0.03558210234
595	0.03553406061
596	0.03550759403
597	0.03546099882
598	0.03540772367
599	0.03537711293
600	0.03534145171
601	0.03529484727
602	0.03524534631
603	0.0351786996
604	0.03513159668
605	0.03509417981
606	0.03498599936
607	0.03494840067
608	0.0348747205
609	0.03484384378
610	0.03482774189
611	0.03479516917
612	0.03473710521
613	0.03469625483
614	0.03465793058
615	0.0345815778
616	0.03453292835
617	0.03448755308
618	0.03440306862
619	0.03436421081
620	0.03432326519
621	0.03425383038
622	0.03419954794
623	0.03414062388
624	0.03410456112
625	0.03406696907
626	0.03403260489
627	0.03400209168
628	0.03396081417
629	0.03391145331
630	0.03386264129
631	0.03379140497
632	0.03375127598
633	0.03372165086
634	0.03368949874
635	0.03364462666
636	0.03355527943
637	0.03353998779
638	0.03350257715
639	0.03346631667
640	0.03344465267
641	0.03342384744
642	0.03336258537
643	0.03333037408
644	0.03325783267
645	0.03317826201
646	0.03313020048
647	0.03307215269
648	0.03303796649
649	0.03295687029
650	0.0329027168
651	0.03286670615
652	0.03282824
653	0.03279160866
654	0.03276272346
655	0.03268390594
656	0.03266110326
657	0.03262281382
658	0.03254885419
659	0.03250959381
660	0.03241267063
661	0.0323593971
662	0.03231892193
663	0.03227932705
664	0.03222481721
665	0.0321830317
666	0.03213196308
667	0.03209291779
668	0.03203898967
669	0.03199355935
670	0.03195955092
671	0.03193718203
672	0.03190787554
673	0.03185485254
674	0.03182161248
675	0.03180412797
676	0.03173511558
677	0.03170956348
678	0.03164895684
679	0.03157913736
680	0.03153252409
681	0.03150255058
682	0.03141135298
683	0.03134425296
684	0.03132088031
685	0.03127381416
686	0.031256674
687	0.0312336552
688	0.03116239682
689	0.03110404481
690	0.03101643434
691	0.0309697365
692	0.03093133913
693	0.03088851184
694	0.03086697717
695	0.03085180269
696	0.03082529206
697	0.03079333791
698	0.03074628396
699	0.03069733609
700	0.03065830069
701	0.03060695921
702	0.03057928966
703	0.03052366627
704	0.03049882358
705	0.03046261484
706	0.03039626109
707	0.03036532587
708	0.03034051094
709	0.03030696834
710	0.03027777036
711	0.03025136877
712	0.03022233999
713	0.03018856605
714	0.03014231804
715	0.03010356125
716	0.03004993776
717	0.03000185774
718	0.02994846162
719	0.02988721713
720	0.02983553392
721	0.02981081929
722	0.02977856355
723	0.02972426147
724	0.02969055008
725	0.02961789716
726	0.02955843174
727	0.0294945164
728	0.02945527075
729	0.02942910375
730	0.0293646577
731	0.02928307528
732	0.02924043322
733	0.02922596217
734	0.02918204359
735	0.02916036994
736	0.02912965724
737	0.02905236811
738	0.02901008858
739	0.02897681946
740	0.02894148689
741	0.02891689929
742	0.02890402204
743	0.02887271178
744	0.02884606803
745	0.02882078547
746	0.02879360085
747	0.02874907144
748	0.02871587691
749	0.02868858772
750	0.02866219234
751	0.02864190622
752	0.02860458625
753	0.02857282433
754	0.02854285042
755	0.02851662476
756	0.02848710206
757	0.02845992936
